country,postcode,T12,T09,T10
RS,11000,x,,
RS,11010,x,,
RS,11030,x,,
RS,11040,x,,
RS,11050,x,,
RS,11060,x,,
RS,11070,x,,
RS,11080,x,,
RS,11090,x,,
RS,11100,x,,
RS,11108,x,,
RS,11147,x,,
RS,11160,x,,
RS,11185,x,,
RS,11273,x,,
RS,18000,x,,
RS,21000,x,,
RS,21131,x,,
RS,34000,x,,
